"Overall","variable","sp","season","climate","method"
0,"ICE","MAC","summer","CMCC-CM","gbm"
2.76777533034866,"SST","MAC","summer","CMCC-CM","gbm"
16.8602079999847,"WINu","MAC","summer","CMCC-CM","gbm"
17.0356340045753,"WINv","MAC","summer","CMCC-CM","gbm"
6.28070949146349,"WIN","MAC","summer","CMCC-CM","gbm"
8.22520448610029,"CURu","MAC","summer","CMCC-CM","gbm"
26.5096498362877,"CURv","MAC","summer","CMCC-CM","gbm"
20.4965673201174,"CUR","MAC","summer","CMCC-CM","gbm"
6.23826834360569,"SSH","MAC","summer","CMCC-CM","gbm"
17.5671572423328,"SSHg","MAC","summer","CMCC-CM","gbm"
30.9006726055359,"SSTg","MAC","summer","CMCC-CM","gbm"
100,"DEP","MAC","summer","CMCC-CM","gbm"
