"Overall","variable","sp","season","climate","method"
0,"DEP","DMS","winter","ACCESS1-0","gam"
0,"WINu","DMS","winter","ACCESS1-0","gam"
0,"WINv","DMS","winter","ACCESS1-0","gam"
0,"WIN","DMS","winter","ACCESS1-0","gam"
0,"CURu","DMS","winter","ACCESS1-0","gam"
0,"CURv","DMS","winter","ACCESS1-0","gam"
0,"CUR","DMS","winter","ACCESS1-0","gam"
NA,"SST","DMS","winter","ACCESS1-0","gam"
NA,"SSTg","DMS","winter","ACCESS1-0","gam"
NA,"SSH","DMS","winter","ACCESS1-0","gam"
0,"SSHg","DMS","winter","ACCESS1-0","gam"
