"Overall","variable","sp","climate","season","method"
0,"ICE","ORC","CMCC-CM","summer","gbm"
41.6197364326599,"SST","ORC","CMCC-CM","summer","gbm"
4.1293038839316,"SSTg","ORC","CMCC-CM","summer","gbm"
9.45573960792315,"WIN","ORC","CMCC-CM","summer","gbm"
9.87002701234119,"WINu","ORC","CMCC-CM","summer","gbm"
8.51797308580346,"WINv","ORC","CMCC-CM","summer","gbm"
4.30096475062654,"CUR","ORC","CMCC-CM","summer","gbm"
6.5067266345599,"CURu","ORC","CMCC-CM","summer","gbm"
4.15731400582523,"CURv","ORC","CMCC-CM","summer","gbm"
14.7913928179425,"SSH","ORC","CMCC-CM","summer","gbm"
4.84852509071554,"SSHg","ORC","CMCC-CM","summer","gbm"
100,"DEP","ORC","CMCC-CM","summer","gbm"
