"Overall","variable","sp","climate","season","method"
0,"ICE","WCP","EC-EARTH","summer","rf"
79.2664115514152,"SST","WCP","EC-EARTH","summer","rf"
40.4077927427806,"SSTg","WCP","EC-EARTH","summer","rf"
54.2129385739927,"WINu","WCP","EC-EARTH","summer","rf"
98.8574037480009,"WINv","WCP","EC-EARTH","summer","rf"
59.4535762614941,"CURu","WCP","EC-EARTH","summer","rf"
33.1732467813707,"CURv","WCP","EC-EARTH","summer","rf"
71.5550699040828,"SSH","WCP","EC-EARTH","summer","rf"
43.7576183347779,"SSHg","WCP","EC-EARTH","summer","rf"
100,"DEP","WCP","EC-EARTH","summer","rf"
