"Overall","variable","sp","season","climate","method"
NA,"WINu","DMS","summer","ACCESS1-0","gam"
NA,"WINv","DMS","summer","ACCESS1-0","gam"
NA,"WIN","DMS","summer","ACCESS1-0","gam"
NA,"SST","DMS","summer","ACCESS1-0","gam"
NA,"SSH","DMS","summer","ACCESS1-0","gam"
NA,"SSHg","DMS","summer","ACCESS1-0","gam"
NA,"SSTg","DMS","summer","ACCESS1-0","gam"
NA,"CURu","DMS","summer","ACCESS1-0","gam"
NA,"CURv","DMS","summer","ACCESS1-0","gam"
NA,"CUR","DMS","summer","ACCESS1-0","gam"
NA,"DEP","DMS","summer","ACCESS1-0","gam"
