"Overall","variable","sp","climate","season","method"
0,"ICE","IYA","CMCC-CM","winter","rf"
80.8652431469791,"SST","IYA","CMCC-CM","winter","rf"
54.1060937427206,"SSTg","IYA","CMCC-CM","winter","rf"
100,"WINu","IYA","CMCC-CM","winter","rf"
65.2959757718139,"WINv","IYA","CMCC-CM","winter","rf"
51.0314068456565,"CURu","IYA","CMCC-CM","winter","rf"
31.2073104358926,"CURv","IYA","CMCC-CM","winter","rf"
92.4012230618239,"SSH","IYA","CMCC-CM","winter","rf"
68.7446724973066,"SSHg","IYA","CMCC-CM","winter","rf"
67.745331153649,"DEP","IYA","CMCC-CM","winter","rf"
