"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","CMCC-CM","summer","rf"
30.8704231304397,"SST","MAC","CMCC-CM","summer","rf"
75.0971453554794,"SSTg","MAC","CMCC-CM","summer","rf"
46.0328143245224,"WINu","MAC","CMCC-CM","summer","rf"
37.5946410772989,"WINv","MAC","CMCC-CM","summer","rf"
49.3658483525956,"CURu","MAC","CMCC-CM","summer","rf"
82.2869893078243,"CURv","MAC","CMCC-CM","summer","rf"
63.0036845424179,"SSH","MAC","CMCC-CM","summer","rf"
40.5047685570069,"SSHg","MAC","CMCC-CM","summer","rf"
100,"DEP","MAC","CMCC-CM","summer","rf"
