"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","AFS","winter","CMCC-CM","svm"
90.2913365893496,90.2913365893496,"SST","AFS","winter","CMCC-CM","svm"
22.3398962151068,22.3398962151068,"WINu","AFS","winter","CMCC-CM","svm"
69.9891334054573,69.9891334054573,"WINv","AFS","winter","CMCC-CM","svm"
30.9059523136053,30.9059523136053,"WIN","AFS","winter","CMCC-CM","svm"
16.0708059572936,16.0708059572936,"CURu","AFS","winter","CMCC-CM","svm"
30.0246277441156,30.0246277441156,"CURv","AFS","winter","CMCC-CM","svm"
21.7296021949512,21.7296021949512,"CUR","AFS","winter","CMCC-CM","svm"
100,100,"SSH","AFS","winter","CMCC-CM","svm"
19.8862044307593,19.8862044307593,"SSHg","AFS","winter","CMCC-CM","svm"
80.9522364961588,80.9522364961588,"SSTg","AFS","winter","CMCC-CM","svm"
45.7273399464325,45.7273399464325,"DEP","AFS","winter","CMCC-CM","svm"
