"Overall","variable","sp","climate","season","method"
0,"ICE","DMS","NorESM1-M","winter","rf"
100,"SST","DMS","NorESM1-M","winter","rf"
23.3734216276409,"SSTg","DMS","NorESM1-M","winter","rf"
21.5458004982176,"WINu","DMS","NorESM1-M","winter","rf"
23.9101237182931,"WINv","DMS","NorESM1-M","winter","rf"
30.4450150933265,"CURu","DMS","NorESM1-M","winter","rf"
20.3839463759158,"CURv","DMS","NorESM1-M","winter","rf"
90.1635245892709,"SSH","DMS","NorESM1-M","winter","rf"
15.3957112558346,"SSHg","DMS","NorESM1-M","winter","rf"
32.8096479190782,"DEP","DMS","NorESM1-M","winter","rf"
