"Overall","variable","sp","climate","season","method"
0,"ICE","AFS","CMCC-CM","winter","rf"
52.4262127355642,"SST","AFS","CMCC-CM","winter","rf"
44.0638136020686,"SSTg","AFS","CMCC-CM","winter","rf"
67.147471548791,"WINu","AFS","CMCC-CM","winter","rf"
67.2637942071659,"WINv","AFS","CMCC-CM","winter","rf"
29.8195792627635,"CURu","AFS","CMCC-CM","winter","rf"
29.2627352809733,"CURv","AFS","CMCC-CM","winter","rf"
87.4524626893882,"SSH","AFS","CMCC-CM","winter","rf"
27.4759498321178,"SSHg","AFS","CMCC-CM","winter","rf"
100,"DEP","AFS","CMCC-CM","winter","rf"
