"Overall","variable","sp","season","climate","method"
NA,"WINu","WCP","summer","NorESM1-M","gam"
NA,"WINv","WCP","summer","NorESM1-M","gam"
NA,"WIN","WCP","summer","NorESM1-M","gam"
NA,"CURu","WCP","summer","NorESM1-M","gam"
NA,"SSTg","WCP","summer","NorESM1-M","gam"
NA,"SST","WCP","summer","NorESM1-M","gam"
NA,"SSH","WCP","summer","NorESM1-M","gam"
NA,"SSHg","WCP","summer","NorESM1-M","gam"
0,"CURv","WCP","summer","NorESM1-M","gam"
NA,"DEP","WCP","summer","NorESM1-M","gam"
NA,"CUR","WCP","summer","NorESM1-M","gam"
