"Overall","variable","sp","season","climate","method"
NA,"WINu","KIN","winter","BCC-CSM1.1","gam"
NA,"WINv","KIN","winter","BCC-CSM1.1","gam"
NA,"WIN","KIN","winter","BCC-CSM1.1","gam"
NA,"SST","KIN","winter","BCC-CSM1.1","gam"
NA,"SSH","KIN","winter","BCC-CSM1.1","gam"
NA,"SSHg","KIN","winter","BCC-CSM1.1","gam"
NA,"SSTg","KIN","winter","BCC-CSM1.1","gam"
0,"CURu","KIN","winter","BCC-CSM1.1","gam"
NA,"CURv","KIN","winter","BCC-CSM1.1","gam"
NA,"CUR","KIN","winter","BCC-CSM1.1","gam"
NA,"DEP","KIN","winter","BCC-CSM1.1","gam"
