"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","BCC-CSM1.1","winter","rf"
45.0889455675919,"SST","SRP","BCC-CSM1.1","winter","rf"
34.3874665601011,"SSTg","SRP","BCC-CSM1.1","winter","rf"
81.8323477289266,"WINu","SRP","BCC-CSM1.1","winter","rf"
56.9306423751815,"WINv","SRP","BCC-CSM1.1","winter","rf"
46.184195711205,"CURu","SRP","BCC-CSM1.1","winter","rf"
53.7553775030886,"CURv","SRP","BCC-CSM1.1","winter","rf"
100,"SSH","SRP","BCC-CSM1.1","winter","rf"
36.6460636970314,"SSHg","SRP","BCC-CSM1.1","winter","rf"
71.8405186835986,"DEP","SRP","BCC-CSM1.1","winter","rf"
