"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","winter","MIROC-ESM","gam"
NA,"WINv","SRP","winter","MIROC-ESM","gam"
NA,"WIN","SRP","winter","MIROC-ESM","gam"
NA,"CURu","SRP","winter","MIROC-ESM","gam"
NA,"CURv","SRP","winter","MIROC-ESM","gam"
NA,"CUR","SRP","winter","MIROC-ESM","gam"
NA,"SST","SRP","winter","MIROC-ESM","gam"
NA,"SSH","SRP","winter","MIROC-ESM","gam"
NA,"SSHg","SRP","winter","MIROC-ESM","gam"
NA,"SSTg","SRP","winter","MIROC-ESM","gam"
NA,"DEP","SRP","winter","MIROC-ESM","gam"
