"Overall","variable","sp","season","climate","method"
NA,"DEP","SES","winter","EC-EARTH","gam"
NA,"WINu","SES","winter","EC-EARTH","gam"
NA,"WINv","SES","winter","EC-EARTH","gam"
NA,"WIN","SES","winter","EC-EARTH","gam"
NA,"CURv","SES","winter","EC-EARTH","gam"
NA,"CURu","SES","winter","EC-EARTH","gam"
NA,"SST","SES","winter","EC-EARTH","gam"
NA,"CUR","SES","winter","EC-EARTH","gam"
NA,"SSHg","SES","winter","EC-EARTH","gam"
NA,"SSH","SES","winter","EC-EARTH","gam"
NA,"SSTg","SES","winter","EC-EARTH","gam"
