"Overall","variable","sp","season","climate","method"
15.4068268060161,"ICE","WCP","summer","EC-EARTH","ann"
38.7069873931548,"SST","WCP","summer","EC-EARTH","ann"
49.3170973647298,"WINu","WCP","summer","EC-EARTH","ann"
70.1911053521433,"WINv","WCP","summer","EC-EARTH","ann"
100,"WIN","WCP","summer","EC-EARTH","ann"
79.2537255449245,"CURu","WCP","summer","EC-EARTH","ann"
16.3238522187429,"CURv","WCP","summer","EC-EARTH","ann"
40.6455816900634,"CUR","WCP","summer","EC-EARTH","ann"
55.3042979810161,"SSH","WCP","summer","EC-EARTH","ann"
0,"SSHg","WCP","summer","EC-EARTH","ann"
13.7092322508564,"SSTg","WCP","summer","EC-EARTH","ann"
93.3585295514316,"DEP","WCP","summer","EC-EARTH","ann"
