"Overall","variable","sp","season","climate","method"
0,"ICE","LMS","winter","BCC-CSM1.1","gam"
NA,"WIN","LMS","winter","BCC-CSM1.1","gam"
NA,"WINu","LMS","winter","BCC-CSM1.1","gam"
NA,"WINv","LMS","winter","BCC-CSM1.1","gam"
NA,"DEP","LMS","winter","BCC-CSM1.1","gam"
0,"CURu","LMS","winter","BCC-CSM1.1","gam"
NA,"CUR","LMS","winter","BCC-CSM1.1","gam"
NA,"CURv","LMS","winter","BCC-CSM1.1","gam"
NA,"SST","LMS","winter","BCC-CSM1.1","gam"
NA,"SSH","LMS","winter","BCC-CSM1.1","gam"
NA,"SSHg","LMS","winter","BCC-CSM1.1","gam"
NA,"SSTg","LMS","winter","BCC-CSM1.1","gam"
