"Overall","variable","sp","season","climate","method"
NA,"WINu","DMS","summer","MIROC-ESM","gam"
NA,"WINv","DMS","summer","MIROC-ESM","gam"
NA,"WIN","DMS","summer","MIROC-ESM","gam"
NA,"SST","DMS","summer","MIROC-ESM","gam"
NA,"SSH","DMS","summer","MIROC-ESM","gam"
NA,"SSHg","DMS","summer","MIROC-ESM","gam"
NA,"SSTg","DMS","summer","MIROC-ESM","gam"
NA,"CURu","DMS","summer","MIROC-ESM","gam"
NA,"CURv","DMS","summer","MIROC-ESM","gam"
NA,"CUR","DMS","summer","MIROC-ESM","gam"
NA,"DEP","DMS","summer","MIROC-ESM","gam"
