"Obs","Sim","variable","sp","season","climate","method"
10.5295923732591,10.5295923732591,"ICE","AFS","winter","BCC-CSM1.1","svm"
95.2102236237577,95.2102236237577,"SST","AFS","winter","BCC-CSM1.1","svm"
21.291233074057,21.291233074057,"WINu","AFS","winter","BCC-CSM1.1","svm"
0,0,"WINv","AFS","winter","BCC-CSM1.1","svm"
8.21273489004492,8.21273489004492,"WIN","AFS","winter","BCC-CSM1.1","svm"
32.7830710591906,32.7830710591906,"CURu","AFS","winter","BCC-CSM1.1","svm"
62.1065869759882,62.1065869759882,"CURv","AFS","winter","BCC-CSM1.1","svm"
6.7138024475847,6.7138024475847,"CUR","AFS","winter","BCC-CSM1.1","svm"
100,100,"SSH","AFS","winter","BCC-CSM1.1","svm"
33.8178929912351,33.8178929912351,"SSHg","AFS","winter","BCC-CSM1.1","svm"
10.2377371046522,10.2377371046522,"SSTg","AFS","winter","BCC-CSM1.1","svm"
46.1056091785708,46.1056091785708,"DEP","AFS","winter","BCC-CSM1.1","svm"
