"Overall","variable","sp","climate","season","method"
0,"ICE","NGP","CMCC-CM","winter","rf"
33.4765120144508,"SST","NGP","CMCC-CM","winter","rf"
28.7257830383598,"SSTg","NGP","CMCC-CM","winter","rf"
41.9123873312528,"WINu","NGP","CMCC-CM","winter","rf"
47.6593724746381,"WINv","NGP","CMCC-CM","winter","rf"
31.9887017332681,"CURu","NGP","CMCC-CM","winter","rf"
28.8320993115626,"CURv","NGP","CMCC-CM","winter","rf"
31.9352207308737,"SSH","NGP","CMCC-CM","winter","rf"
23.7407906570293,"SSHg","NGP","CMCC-CM","winter","rf"
100,"DEP","NGP","CMCC-CM","winter","rf"
