"Overall","variable","sp","season","climate","method"
0.736876973781172,"ICE","AFS","summer","EC-EARTH","ann"
64.5636110370642,"SST","AFS","summer","EC-EARTH","ann"
75.3261429381039,"WINu","AFS","summer","EC-EARTH","ann"
34.1958078934133,"WINv","AFS","summer","EC-EARTH","ann"
100,"WIN","AFS","summer","EC-EARTH","ann"
10.5643143461099,"CURu","AFS","summer","EC-EARTH","ann"
33.0094696597931,"CURv","AFS","summer","EC-EARTH","ann"
18.7435948512422,"CUR","AFS","summer","EC-EARTH","ann"
23.9905649257516,"SSH","AFS","summer","EC-EARTH","ann"
0.0330055889063315,"SSHg","AFS","summer","EC-EARTH","ann"
0,"SSTg","AFS","summer","EC-EARTH","ann"
38.9369632177276,"DEP","AFS","summer","EC-EARTH","ann"
