"Overall","variable","sp","season","climate","method"
NA,"WINu","SES","summer","EC-EARTH","gam"
NA,"WIN","SES","summer","EC-EARTH","gam"
NA,"WINv","SES","summer","EC-EARTH","gam"
NA,"CURv","SES","summer","EC-EARTH","gam"
NA,"CURu","SES","summer","EC-EARTH","gam"
NA,"SST","SES","summer","EC-EARTH","gam"
NA,"CUR","SES","summer","EC-EARTH","gam"
NA,"SSH","SES","summer","EC-EARTH","gam"
NA,"SSHg","SES","summer","EC-EARTH","gam"
NA,"SSTg","SES","summer","EC-EARTH","gam"
NA,"DEP","SES","summer","EC-EARTH","gam"
