"Overall","variable","sp","season","climate","method"
0,"WINu","ORC","summer","EC-EARTH","gam"
NA,"WINv","ORC","summer","EC-EARTH","gam"
0,"WIN","ORC","summer","EC-EARTH","gam"
NA,"SST","ORC","summer","EC-EARTH","gam"
0,"CURu","ORC","summer","EC-EARTH","gam"
0,"CURv","ORC","summer","EC-EARTH","gam"
0,"CUR","ORC","summer","EC-EARTH","gam"
NA,"SSH","ORC","summer","EC-EARTH","gam"
0,"SSHg","ORC","summer","EC-EARTH","gam"
0,"SSTg","ORC","summer","EC-EARTH","gam"
NA,"DEP","ORC","summer","EC-EARTH","gam"
