"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SRP","summer","GISS-E2-H-CC","svm"
97.790255317759,97.790255317759,"SST","SRP","summer","GISS-E2-H-CC","svm"
79.5467063323791,79.5467063323791,"WINu","SRP","summer","GISS-E2-H-CC","svm"
63.5132697243821,63.5132697243821,"WINv","SRP","summer","GISS-E2-H-CC","svm"
79.7970201631935,79.7970201631935,"WIN","SRP","summer","GISS-E2-H-CC","svm"
55.4828661609743,55.4828661609743,"CURu","SRP","summer","GISS-E2-H-CC","svm"
36.7516375013352,36.7516375013352,"CURv","SRP","summer","GISS-E2-H-CC","svm"
52.5241114207507,52.5241114207507,"CUR","SRP","summer","GISS-E2-H-CC","svm"
100,100,"SSTg","SRP","summer","GISS-E2-H-CC","svm"
48.7447941640902,48.7447941640902,"DEP","SRP","summer","GISS-E2-H-CC","svm"
