"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SFS","summer","BCC-CSM1.1","svm"
71.2716948055111,71.2716948055111,"SST","SFS","summer","BCC-CSM1.1","svm"
78.8041752223642,78.8041752223642,"WINu","SFS","summer","BCC-CSM1.1","svm"
49.7345014030396,49.7345014030396,"WINv","SFS","summer","BCC-CSM1.1","svm"
81.9082404806619,81.9082404806619,"WIN","SFS","summer","BCC-CSM1.1","svm"
59.7078288860755,59.7078288860755,"CURu","SFS","summer","BCC-CSM1.1","svm"
29.4678116018457,29.4678116018457,"CURv","SFS","summer","BCC-CSM1.1","svm"
6.57174614955607,6.57174614955607,"CUR","SFS","summer","BCC-CSM1.1","svm"
100,100,"SSH","SFS","summer","BCC-CSM1.1","svm"
34.9205364487695,34.9205364487695,"SSHg","SFS","summer","BCC-CSM1.1","svm"
68.9828000057658,68.9828000057658,"SSTg","SFS","summer","BCC-CSM1.1","svm"
50.7221800663403,50.7221800663403,"DEP","SFS","summer","BCC-CSM1.1","svm"
