"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","DMS","summer","CMCC-CM","svm"
89.333072341483,89.333072341483,"SST","DMS","summer","CMCC-CM","svm"
85.9603157791578,85.9603157791578,"WINu","DMS","summer","CMCC-CM","svm"
100,100,"WINv","DMS","summer","CMCC-CM","svm"
85.1315350096559,85.1315350096559,"WIN","DMS","summer","CMCC-CM","svm"
25.5039444078767,25.5039444078767,"CURu","DMS","summer","CMCC-CM","svm"
24.0215301883169,24.0215301883169,"CURv","DMS","summer","CMCC-CM","svm"
29.8796165227461,29.8796165227461,"CUR","DMS","summer","CMCC-CM","svm"
94.2592451564796,94.2592451564796,"SSH","DMS","summer","CMCC-CM","svm"
23.7947364991486,23.7947364991486,"SSHg","DMS","summer","CMCC-CM","svm"
80.7338654318784,80.7338654318784,"SSTg","DMS","summer","CMCC-CM","svm"
45.5017969540503,45.5017969540503,"DEP","DMS","summer","CMCC-CM","svm"
