"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","BCC-CSM1.1","winter","gbm"
9.85853406569266,"SST","SRP","BCC-CSM1.1","winter","gbm"
7.9427551984698,"SSTg","SRP","BCC-CSM1.1","winter","gbm"
27.8717643699174,"WIN","SRP","BCC-CSM1.1","winter","gbm"
79.4760196752233,"WINu","SRP","BCC-CSM1.1","winter","gbm"
39.019865004298,"WINv","SRP","BCC-CSM1.1","winter","gbm"
9.85073614150742,"CUR","SRP","BCC-CSM1.1","winter","gbm"
1.50080718519633,"CURu","SRP","BCC-CSM1.1","winter","gbm"
18.2033954327902,"CURv","SRP","BCC-CSM1.1","winter","gbm"
100,"SSH","SRP","BCC-CSM1.1","winter","gbm"
3.45981323695806,"SSHg","SRP","BCC-CSM1.1","winter","gbm"
1.32098899136672,"DEP","SRP","BCC-CSM1.1","winter","gbm"
