"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","MIROC-ESM","summer","rf"
30.0923616539613,"SST","MAC","MIROC-ESM","summer","rf"
50.629564729901,"SSTg","MAC","MIROC-ESM","summer","rf"
52.2558585889992,"WINu","MAC","MIROC-ESM","summer","rf"
10.5866725943187,"WINv","MAC","MIROC-ESM","summer","rf"
37.4501127910123,"CURu","MAC","MIROC-ESM","summer","rf"
46.5482795978453,"CURv","MAC","MIROC-ESM","summer","rf"
100,"SSH","MAC","MIROC-ESM","summer","rf"
41.0715400480725,"SSHg","MAC","MIROC-ESM","summer","rf"
67.2878349010115,"DEP","MAC","MIROC-ESM","summer","rf"
