"Overall","variable","sp","season","climate","method"
NA,"SST","SRP","winter","CMCC-CM","gam"
NA,"SSH","SRP","winter","CMCC-CM","gam"
NA,"SSHg","SRP","winter","CMCC-CM","gam"
NA,"SSTg","SRP","winter","CMCC-CM","gam"
0,"CURv","SRP","winter","CMCC-CM","gam"
NA,"CURu","SRP","winter","CMCC-CM","gam"
NA,"CUR","SRP","winter","CMCC-CM","gam"
NA,"WINv","SRP","winter","CMCC-CM","gam"
NA,"WINu","SRP","winter","CMCC-CM","gam"
NA,"WIN","SRP","winter","CMCC-CM","gam"
NA,"DEP","SRP","winter","CMCC-CM","gam"
