"Overall","variable","sp","climate","season","method"
100,"ICE","LMS","BCC-CSM1.1","winter","gbm"
55.6873863529903,"SST","LMS","BCC-CSM1.1","winter","gbm"
7.80260557883153,"SSTg","LMS","BCC-CSM1.1","winter","gbm"
15.5963121423912,"WIN","LMS","BCC-CSM1.1","winter","gbm"
87.0876325840841,"WINu","LMS","BCC-CSM1.1","winter","gbm"
46.9733865021621,"WINv","LMS","BCC-CSM1.1","winter","gbm"
8.95314470584081,"CUR","LMS","BCC-CSM1.1","winter","gbm"
10.8077397061738,"CURu","LMS","BCC-CSM1.1","winter","gbm"
22.0340497599581,"CURv","LMS","BCC-CSM1.1","winter","gbm"
53.8827448760049,"SSH","LMS","BCC-CSM1.1","winter","gbm"
19.4451699149918,"SSHg","LMS","BCC-CSM1.1","winter","gbm"
0,"DEP","LMS","BCC-CSM1.1","winter","gbm"
