"Obs","Sim","variable","sp","season","climate","method"
76.2600464963271,76.2600464963271,"ICE","SES","summer","NorESM1-M","svm"
95.6124801892309,95.6124801892309,"SST","SES","summer","NorESM1-M","svm"
67.1662596474146,67.1662596474146,"WINu","SES","summer","NorESM1-M","svm"
0,0,"WINv","SES","summer","NorESM1-M","svm"
57.9284880844342,57.9284880844342,"WIN","SES","summer","NorESM1-M","svm"
28.3220598260974,28.3220598260974,"CURu","SES","summer","NorESM1-M","svm"
30.0441591634894,30.0441591634894,"CURv","SES","summer","NorESM1-M","svm"
36.3961620245305,36.3961620245305,"CUR","SES","summer","NorESM1-M","svm"
100,100,"SSH","SES","summer","NorESM1-M","svm"
27.854358104622,27.854358104622,"SSHg","SES","summer","NorESM1-M","svm"
23.7717742070621,23.7717742070621,"SSTg","SES","summer","NorESM1-M","svm"
45.9689263070257,45.9689263070257,"DEP","SES","summer","NorESM1-M","svm"
