"Overall","variable","sp","season","climate","method"
0,"ICE","IYA","summer","CMCC-CM","gbm"
10.1597012816329,"SST","IYA","summer","CMCC-CM","gbm"
14.4119730169003,"WINu","IYA","summer","CMCC-CM","gbm"
46.155871371588,"WINv","IYA","summer","CMCC-CM","gbm"
8.05523587646348,"WIN","IYA","summer","CMCC-CM","gbm"
30.9101755923221,"CURu","IYA","summer","CMCC-CM","gbm"
15.2504360027487,"CURv","IYA","summer","CMCC-CM","gbm"
13.6665474945807,"CUR","IYA","summer","CMCC-CM","gbm"
100,"SSH","IYA","summer","CMCC-CM","gbm"
24.9809775033688,"SSHg","IYA","summer","CMCC-CM","gbm"
32.5265698394249,"SSTg","IYA","summer","CMCC-CM","gbm"
54.7672173057114,"DEP","IYA","summer","CMCC-CM","gbm"
