"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","AFS","winter","EC-EARTH","svm"
93.0809496046616,93.0809496046616,"SST","AFS","winter","EC-EARTH","svm"
38.3197215774954,38.3197215774954,"WINu","AFS","winter","EC-EARTH","svm"
71.4826114021,71.4826114021,"WINv","AFS","winter","EC-EARTH","svm"
47.6258090437745,47.6258090437745,"WIN","AFS","winter","EC-EARTH","svm"
52.0506519926083,52.0506519926083,"CURu","AFS","winter","EC-EARTH","svm"
72.8225976265445,72.8225976265445,"CURv","AFS","winter","EC-EARTH","svm"
59.1005227394828,59.1005227394828,"CUR","AFS","winter","EC-EARTH","svm"
100,100,"SSH","AFS","winter","EC-EARTH","svm"
37.5760447425122,37.5760447425122,"SSHg","AFS","winter","EC-EARTH","svm"
83.5185923650741,83.5185923650741,"SSTg","AFS","winter","EC-EARTH","svm"
56.2968646863691,56.2968646863691,"DEP","AFS","winter","EC-EARTH","svm"
