"Overall","variable","sp","season","climate","method"
NA,"WINu","MAC","winter","CanESM2","gam"
NA,"WINv","MAC","winter","CanESM2","gam"
NA,"WIN","MAC","winter","CanESM2","gam"
NA,"CUR","MAC","winter","CanESM2","gam"
NA,"CURu","MAC","winter","CanESM2","gam"
NA,"CURv","MAC","winter","CanESM2","gam"
NA,"SSTg","MAC","winter","CanESM2","gam"
NA,"SST","MAC","winter","CanESM2","gam"
NA,"SSH","MAC","winter","CanESM2","gam"
NA,"SSHg","MAC","winter","CanESM2","gam"
NA,"DEP","MAC","winter","CanESM2","gam"
