"Overall","variable","sp","climate","season","method"
0,"ICE","WAB","ACCESS1-0","summer","gbm"
21.8334987541053,"SST","WAB","ACCESS1-0","summer","gbm"
6.58763598152564,"SSTg","WAB","ACCESS1-0","summer","gbm"
9.40246134824002,"WIN","WAB","ACCESS1-0","summer","gbm"
0.289735596274113,"WINu","WAB","ACCESS1-0","summer","gbm"
0.0476782481765562,"WINv","WAB","ACCESS1-0","summer","gbm"
0,"CUR","WAB","ACCESS1-0","summer","gbm"
0.207517551769233,"CURu","WAB","ACCESS1-0","summer","gbm"
8.76407941053839,"CURv","WAB","ACCESS1-0","summer","gbm"
100,"SSH","WAB","ACCESS1-0","summer","gbm"
13.3365237100001,"SSHg","WAB","ACCESS1-0","summer","gbm"
3.64489076041611,"DEP","WAB","ACCESS1-0","summer","gbm"
