"Overall","variable","sp","climate","season","method"
0,"ICE","SES","NorESM1-M","winter","rf"
55.884936929149,"SST","SES","NorESM1-M","winter","rf"
47.0517017543195,"SSTg","SES","NorESM1-M","winter","rf"
34.175680378559,"WINu","SES","NorESM1-M","winter","rf"
33.5134291243407,"WINv","SES","NorESM1-M","winter","rf"
40.2434793525455,"CURu","SES","NorESM1-M","winter","rf"
40.778862071363,"CURv","SES","NorESM1-M","winter","rf"
63.7243991236546,"SSH","SES","NorESM1-M","winter","rf"
50.4782677750622,"SSHg","SES","NorESM1-M","winter","rf"
100,"DEP","SES","NorESM1-M","winter","rf"
