"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","CMCC-CM","winter","gbm"
12.0712547934213,"SST","SRP","CMCC-CM","winter","gbm"
14.7431094958999,"SSTg","SRP","CMCC-CM","winter","gbm"
26.0501237953506,"WIN","SRP","CMCC-CM","winter","gbm"
100,"WINu","SRP","CMCC-CM","winter","gbm"
29.1313334686224,"WINv","SRP","CMCC-CM","winter","gbm"
16.6798279931509,"CUR","SRP","CMCC-CM","winter","gbm"
8.14060814388911,"CURu","SRP","CMCC-CM","winter","gbm"
36.7631301245763,"CURv","SRP","CMCC-CM","winter","gbm"
67.5789541394416,"SSH","SRP","CMCC-CM","winter","gbm"
30.0236823722717,"SSHg","SRP","CMCC-CM","winter","gbm"
26.3274279366885,"DEP","SRP","CMCC-CM","winter","gbm"
