"Overall","variable","sp","season","climate","method"
0,"WINu","AFS","summer","ACCESS1-0","gam"
NA,"WINv","AFS","summer","ACCESS1-0","gam"
NA,"WIN","AFS","summer","ACCESS1-0","gam"
NA,"CURu","AFS","summer","ACCESS1-0","gam"
0,"CURv","AFS","summer","ACCESS1-0","gam"
NA,"CUR","AFS","summer","ACCESS1-0","gam"
NA,"SST","AFS","summer","ACCESS1-0","gam"
NA,"SSH","AFS","summer","ACCESS1-0","gam"
NA,"SSHg","AFS","summer","ACCESS1-0","gam"
NA,"SSTg","AFS","summer","ACCESS1-0","gam"
NA,"DEP","AFS","summer","ACCESS1-0","gam"
