"Overall","variable","sp","climate","season","method"
0,"ICE","AFS","CMCC-CM","winter","gbm"
26.5395668590277,"SST","AFS","CMCC-CM","winter","gbm"
42.5567495134659,"SSTg","AFS","CMCC-CM","winter","gbm"
49.8112951616369,"WIN","AFS","CMCC-CM","winter","gbm"
55.9977919297656,"WINu","AFS","CMCC-CM","winter","gbm"
75.1786434703007,"WINv","AFS","CMCC-CM","winter","gbm"
29.5462196438729,"CUR","AFS","CMCC-CM","winter","gbm"
17.7490553977533,"CURu","AFS","CMCC-CM","winter","gbm"
37.2110335782591,"CURv","AFS","CMCC-CM","winter","gbm"
90.7762478217778,"SSH","AFS","CMCC-CM","winter","gbm"
26.1310699175823,"SSHg","AFS","CMCC-CM","winter","gbm"
100,"DEP","AFS","CMCC-CM","winter","gbm"
