"Overall","variable","sp","season","climate","method"
0,"WINu","MAC","summer","ACCESS1-0","gam"
NA,"WINv","MAC","summer","ACCESS1-0","gam"
0,"WIN","MAC","summer","ACCESS1-0","gam"
0,"CURu","MAC","summer","ACCESS1-0","gam"
0,"CURv","MAC","summer","ACCESS1-0","gam"
0,"CUR","MAC","summer","ACCESS1-0","gam"
0,"SST","MAC","summer","ACCESS1-0","gam"
NA,"SSH","MAC","summer","ACCESS1-0","gam"
NA,"SSHg","MAC","summer","ACCESS1-0","gam"
0,"SSTg","MAC","summer","ACCESS1-0","gam"
NA,"DEP","MAC","summer","ACCESS1-0","gam"
