"Overall","variable","sp","season","climate","method"
NA,"WINu","AFS","summer","NorESM1-M","gam"
NA,"WINv","AFS","summer","NorESM1-M","gam"
NA,"WIN","AFS","summer","NorESM1-M","gam"
NA,"SST","AFS","summer","NorESM1-M","gam"
NA,"SSH","AFS","summer","NorESM1-M","gam"
NA,"SSHg","AFS","summer","NorESM1-M","gam"
NA,"SSTg","AFS","summer","NorESM1-M","gam"
NA,"CURu","AFS","summer","NorESM1-M","gam"
NA,"CURv","AFS","summer","NorESM1-M","gam"
NA,"CUR","AFS","summer","NorESM1-M","gam"
NA,"DEP","AFS","summer","NorESM1-M","gam"
