"Overall","variable","sp","season","climate","method"
40.5766532184784,"ICE","WCP","summer","MIROC-ESM","ann"
24.4545468835557,"SST","WCP","summer","MIROC-ESM","ann"
0,"WINu","WCP","summer","MIROC-ESM","ann"
100,"WINv","WCP","summer","MIROC-ESM","ann"
18.2659157984307,"WIN","WCP","summer","MIROC-ESM","ann"
37.4633709215915,"CURu","WCP","summer","MIROC-ESM","ann"
12.1962828752349,"CURv","WCP","summer","MIROC-ESM","ann"
20.3233898895335,"CUR","WCP","summer","MIROC-ESM","ann"
8.88586807266852,"SSH","WCP","summer","MIROC-ESM","ann"
8.4801876919695,"SSHg","WCP","summer","MIROC-ESM","ann"
6.19993883332816,"SSTg","WCP","summer","MIROC-ESM","ann"
12.7908727340818,"DEP","WCP","summer","MIROC-ESM","ann"
