"Overall","variable","sp","season","climate","method"
NA,"WINu","WAB","summer","ACCESS1-0","gam"
NA,"WINv","WAB","summer","ACCESS1-0","gam"
NA,"WIN","WAB","summer","ACCESS1-0","gam"
NA,"SST","WAB","summer","ACCESS1-0","gam"
NA,"SSH","WAB","summer","ACCESS1-0","gam"
NA,"SSHg","WAB","summer","ACCESS1-0","gam"
NA,"SSTg","WAB","summer","ACCESS1-0","gam"
0,"CURu","WAB","summer","ACCESS1-0","gam"
NA,"CURv","WAB","summer","ACCESS1-0","gam"
0,"CUR","WAB","summer","ACCESS1-0","gam"
NA,"DEP","WAB","summer","ACCESS1-0","gam"
