"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","AFS","summer","NorESM1-M","svm"
91.8140463121235,91.8140463121235,"SST","AFS","summer","NorESM1-M","svm"
58.1458652389719,58.1458652389719,"WINu","AFS","summer","NorESM1-M","svm"
73.6267790645264,73.6267790645264,"WINv","AFS","summer","NorESM1-M","svm"
71.4033068269473,71.4033068269473,"WIN","AFS","summer","NorESM1-M","svm"
49.1073420368547,49.1073420368547,"CURu","AFS","summer","NorESM1-M","svm"
0.721464553715873,0.721464553715873,"CURv","AFS","summer","NorESM1-M","svm"
47.0681287276459,47.0681287276459,"CUR","AFS","summer","NorESM1-M","svm"
100,100,"SSH","AFS","summer","NorESM1-M","svm"
41.5528860494686,41.5528860494686,"SSHg","AFS","summer","NorESM1-M","svm"
61.497683804329,61.497683804329,"SSTg","AFS","summer","NorESM1-M","svm"
55.2058083776834,55.2058083776834,"DEP","AFS","summer","NorESM1-M","svm"
