"Obs","Sim","variable","sp","season","climate","method"
68.4656055628164,68.4656055628164,"ICE","LMS","summer","NorESM1-M","svm"
85.0868907471003,85.0868907471003,"SST","LMS","summer","NorESM1-M","svm"
10.8226104121451,10.8226104121451,"WINu","LMS","summer","NorESM1-M","svm"
36.1453074041118,36.1453074041118,"WINv","LMS","summer","NorESM1-M","svm"
0,0,"WIN","LMS","summer","NorESM1-M","svm"
27.1632882946001,27.1632882946001,"CURu","LMS","summer","NorESM1-M","svm"
40.211491139967,40.211491139967,"CURv","LMS","summer","NorESM1-M","svm"
31.0925617839649,31.0925617839649,"CUR","LMS","summer","NorESM1-M","svm"
100,100,"SSH","LMS","summer","NorESM1-M","svm"
47.8015899305802,47.8015899305802,"SSHg","LMS","summer","NorESM1-M","svm"
85.9012765836,85.9012765836,"SSTg","LMS","summer","NorESM1-M","svm"
32.8906039949183,32.8906039949183,"DEP","LMS","summer","NorESM1-M","svm"
