"Overall","variable","sp","season","climate","method"
0,"WINu","DMS","summer","NorESM1-M","gam"
NA,"WINv","DMS","summer","NorESM1-M","gam"
0,"WIN","DMS","summer","NorESM1-M","gam"
0,"CURv","DMS","summer","NorESM1-M","gam"
NA,"SST","DMS","summer","NorESM1-M","gam"
NA,"SSH","DMS","summer","NorESM1-M","gam"
NA,"SSHg","DMS","summer","NorESM1-M","gam"
NA,"SSTg","DMS","summer","NorESM1-M","gam"
NA,"CURu","DMS","summer","NorESM1-M","gam"
NA,"CUR","DMS","summer","NorESM1-M","gam"
NA,"DEP","DMS","summer","NorESM1-M","gam"
