"Overall","variable","sp","climate","season","method"
0,"ICE","ORC","NorESM1-M","winter","rf"
3.09279619787673,"SST","ORC","NorESM1-M","winter","rf"
3.16820479889846,"SSTg","ORC","NorESM1-M","winter","rf"
11.2135676024756,"WINu","ORC","NorESM1-M","winter","rf"
1.19928443129741,"WINv","ORC","NorESM1-M","winter","rf"
4.20703293140279,"CURu","ORC","NorESM1-M","winter","rf"
12.1172636923208,"CURv","ORC","NorESM1-M","winter","rf"
4.35323635244101,"SSH","ORC","NorESM1-M","winter","rf"
2.5346022094961,"SSHg","ORC","NorESM1-M","winter","rf"
100,"DEP","ORC","NorESM1-M","winter","rf"
