"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","NorESM1-M","summer","gbm"
47.3731187072287,"SST","SFS","NorESM1-M","summer","gbm"
37.7305569459954,"SSTg","SFS","NorESM1-M","summer","gbm"
10.6768454860885,"WIN","SFS","NorESM1-M","summer","gbm"
10.1465460224003,"WINu","SFS","NorESM1-M","summer","gbm"
51.822317053514,"WINv","SFS","NorESM1-M","summer","gbm"
16.1791787251055,"CUR","SFS","NorESM1-M","summer","gbm"
22.957713717742,"CURu","SFS","NorESM1-M","summer","gbm"
32.7348654694117,"CURv","SFS","NorESM1-M","summer","gbm"
100,"SSH","SFS","NorESM1-M","summer","gbm"
27.3191005845404,"SSHg","SFS","NorESM1-M","summer","gbm"
29.5613668607794,"DEP","SFS","NorESM1-M","summer","gbm"
