"Overall","variable","sp","season","climate","method"
NA,"WINu","AFS","summer","EC-EARTH","gam"
NA,"WINv","AFS","summer","EC-EARTH","gam"
NA,"WIN","AFS","summer","EC-EARTH","gam"
NA,"SST","AFS","summer","EC-EARTH","gam"
NA,"CURu","AFS","summer","EC-EARTH","gam"
NA,"CURv","AFS","summer","EC-EARTH","gam"
NA,"CUR","AFS","summer","EC-EARTH","gam"
NA,"SSH","AFS","summer","EC-EARTH","gam"
NA,"SSHg","AFS","summer","EC-EARTH","gam"
NA,"SSTg","AFS","summer","EC-EARTH","gam"
NA,"DEP","AFS","summer","EC-EARTH","gam"
