"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","WAB","summer","EC-EARTH","svm"
94.791624540369,94.791624540369,"SST","WAB","summer","EC-EARTH","svm"
85.7294523230678,85.7294523230678,"WINu","WAB","summer","EC-EARTH","svm"
35.5729779316516,35.5729779316516,"WINv","WAB","summer","EC-EARTH","svm"
83.6719072580121,83.6719072580121,"WIN","WAB","summer","EC-EARTH","svm"
14.4473426263941,14.4473426263941,"CURu","WAB","summer","EC-EARTH","svm"
20.9063115366306,20.9063115366306,"CURv","WAB","summer","EC-EARTH","svm"
34.5575703649839,34.5575703649839,"CUR","WAB","summer","EC-EARTH","svm"
100,100,"SSH","WAB","summer","EC-EARTH","svm"
17.6167602573153,17.6167602573153,"SSHg","WAB","summer","EC-EARTH","svm"
73.1342038894881,73.1342038894881,"SSTg","WAB","summer","EC-EARTH","svm"
2.18935795414266,2.18935795414266,"DEP","WAB","summer","EC-EARTH","svm"
