"Overall","variable","sp","climate","season","method"
0,"ICE","WAB","CMCC-CM","winter","gbm"
11.4717740848374,"SST","WAB","CMCC-CM","winter","gbm"
12.6677366263646,"SSTg","WAB","CMCC-CM","winter","gbm"
26.6910857067226,"WIN","WAB","CMCC-CM","winter","gbm"
13.8588156448357,"WINu","WAB","CMCC-CM","winter","gbm"
24.616097460734,"WINv","WAB","CMCC-CM","winter","gbm"
15.017015970872,"CUR","WAB","CMCC-CM","winter","gbm"
22.6701521272359,"CURu","WAB","CMCC-CM","winter","gbm"
22.7614870956576,"CURv","WAB","CMCC-CM","winter","gbm"
100,"SSH","WAB","CMCC-CM","winter","gbm"
10.8437261963341,"SSHg","WAB","CMCC-CM","winter","gbm"
21.6148694449231,"DEP","WAB","CMCC-CM","winter","gbm"
