"Overall","variable","sp","season","climate","method"
0,"ICE","WAB","summer","NorESM1-M","ann"
94.643298378185,"SST","WAB","summer","NorESM1-M","ann"
69.7398146063775,"WINu","WAB","summer","NorESM1-M","ann"
31.5580962984941,"WINv","WAB","summer","NorESM1-M","ann"
100,"WIN","WAB","summer","NorESM1-M","ann"
21.122150675285,"CURu","WAB","summer","NorESM1-M","ann"
10.4033530019624,"CURv","WAB","summer","NorESM1-M","ann"
10.1540180771343,"CUR","WAB","summer","NorESM1-M","ann"
6.96257369120114,"SSH","WAB","summer","NorESM1-M","ann"
4.06689145083191,"SSHg","WAB","summer","NorESM1-M","ann"
9.91700328069385,"SSTg","WAB","summer","NorESM1-M","ann"
56.0086887310184,"DEP","WAB","summer","NorESM1-M","ann"
