"Overall","variable","sp","season","climate","method"
NA,"WINv","AFS","winter","EC-EARTH","gam"
NA,"WIN","AFS","winter","EC-EARTH","gam"
NA,"WINu","AFS","winter","EC-EARTH","gam"
NA,"CURv","AFS","winter","EC-EARTH","gam"
NA,"CURu","AFS","winter","EC-EARTH","gam"
NA,"CUR","AFS","winter","EC-EARTH","gam"
NA,"SSH","AFS","winter","EC-EARTH","gam"
NA,"SSTg","AFS","winter","EC-EARTH","gam"
NA,"SST","AFS","winter","EC-EARTH","gam"
NA,"SSHg","AFS","winter","EC-EARTH","gam"
NA,"DEP","AFS","winter","EC-EARTH","gam"
