"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SRP","winter","GISS-E2-H-CC","svm"
69.6107483143529,69.6107483143529,"SST","SRP","winter","GISS-E2-H-CC","svm"
99.9576667645488,99.9576667645488,"WINu","SRP","winter","GISS-E2-H-CC","svm"
9.10591347960113,9.10591347960113,"WINv","SRP","winter","GISS-E2-H-CC","svm"
100,100,"WIN","SRP","winter","GISS-E2-H-CC","svm"
32.5261586587748,32.5261586587748,"CURu","SRP","winter","GISS-E2-H-CC","svm"
43.9935512412077,43.9935512412077,"CURv","SRP","winter","GISS-E2-H-CC","svm"
36.7737695180565,36.7737695180565,"CUR","SRP","winter","GISS-E2-H-CC","svm"
32.941459556258,32.941459556258,"SSTg","SRP","winter","GISS-E2-H-CC","svm"
19.1322585228833,19.1322585228833,"DEP","SRP","winter","GISS-E2-H-CC","svm"
