"Overall","variable","sp","climate","season","method"
0,"ICE","WAB","NorESM1-M","winter","gbm"
1.38512795678787,"SST","WAB","NorESM1-M","winter","gbm"
10.6273943219608,"SSTg","WAB","NorESM1-M","winter","gbm"
4.9197367924546,"WIN","WAB","NorESM1-M","winter","gbm"
9.60102712089454,"WINu","WAB","NorESM1-M","winter","gbm"
7.4934358216432,"WINv","WAB","NorESM1-M","winter","gbm"
3.74672543260071,"CUR","WAB","NorESM1-M","winter","gbm"
2.23895356765897,"CURu","WAB","NorESM1-M","winter","gbm"
5.75374519851554,"CURv","WAB","NorESM1-M","winter","gbm"
100,"SSH","WAB","NorESM1-M","winter","gbm"
0.129474972709223,"SSHg","WAB","NorESM1-M","winter","gbm"
31.3353805673123,"DEP","WAB","NorESM1-M","winter","gbm"
