"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","ACCESS1-0","winter","rf"
80.9145353391107,"SST","SFS","ACCESS1-0","winter","rf"
42.2995978217945,"SSTg","SFS","ACCESS1-0","winter","rf"
31.1506332867986,"WINu","SFS","ACCESS1-0","winter","rf"
23.8290578269462,"WINv","SFS","ACCESS1-0","winter","rf"
37.9528779235988,"CURu","SFS","ACCESS1-0","winter","rf"
23.3250572543017,"CURv","SFS","ACCESS1-0","winter","rf"
58.7935368374075,"SSH","SFS","ACCESS1-0","winter","rf"
21.1061354145224,"SSHg","SFS","ACCESS1-0","winter","rf"
100,"DEP","SFS","ACCESS1-0","winter","rf"
