"Overall","variable","sp","climate","season","method"
0,"ICE","DMS","ACCESS1-0","winter","gbm"
67.0987168284538,"SST","DMS","ACCESS1-0","winter","gbm"
1.74653562774685,"SSTg","DMS","ACCESS1-0","winter","gbm"
0.339400980289515,"WIN","DMS","ACCESS1-0","winter","gbm"
1.25477452197246,"WINu","DMS","ACCESS1-0","winter","gbm"
1.4050831831467,"WINv","DMS","ACCESS1-0","winter","gbm"
0.563210434995891,"CUR","DMS","ACCESS1-0","winter","gbm"
2.31302651377487,"CURu","DMS","ACCESS1-0","winter","gbm"
3.09356255131355,"CURv","DMS","ACCESS1-0","winter","gbm"
100,"SSH","DMS","ACCESS1-0","winter","gbm"
0.61181265128539,"SSHg","DMS","ACCESS1-0","winter","gbm"
0.0322498903129432,"DEP","DMS","ACCESS1-0","winter","gbm"
