"Overall","variable","sp","climate","season","method"
0,"ICE","AFS","NorESM1-M","summer","rf"
41.4731368576231,"SST","AFS","NorESM1-M","summer","rf"
36.1025111741637,"SSTg","AFS","NorESM1-M","summer","rf"
10.2236595153847,"WINu","AFS","NorESM1-M","summer","rf"
18.469677281934,"WINv","AFS","NorESM1-M","summer","rf"
22.6650874385261,"CURu","AFS","NorESM1-M","summer","rf"
24.3733909324855,"CURv","AFS","NorESM1-M","summer","rf"
56.2315449837047,"SSH","AFS","NorESM1-M","summer","rf"
14.7861159517839,"SSHg","AFS","NorESM1-M","summer","rf"
100,"DEP","AFS","NorESM1-M","summer","rf"
