"Overall","variable","sp","season","climate","method"
NA,"WINu","ORC","summer","MIROC-ESM","gam"
NA,"WINv","ORC","summer","MIROC-ESM","gam"
NA,"WIN","ORC","summer","MIROC-ESM","gam"
NA,"CURu","ORC","summer","MIROC-ESM","gam"
NA,"CURv","ORC","summer","MIROC-ESM","gam"
NA,"CUR","ORC","summer","MIROC-ESM","gam"
NA,"SST","ORC","summer","MIROC-ESM","gam"
NA,"SSH","ORC","summer","MIROC-ESM","gam"
NA,"SSHg","ORC","summer","MIROC-ESM","gam"
NA,"SSTg","ORC","summer","MIROC-ESM","gam"
NA,"DEP","ORC","summer","MIROC-ESM","gam"
