"Overall","variable","sp","season","climate","method"
12.188848862214,"ICE","AFS","winter","ACCESS1-0","ann"
65.1239581316555,"SST","AFS","winter","ACCESS1-0","ann"
100,"WINu","AFS","winter","ACCESS1-0","ann"
29.3274904057561,"WINv","AFS","winter","ACCESS1-0","ann"
94.4819523411151,"WIN","AFS","winter","ACCESS1-0","ann"
19.7076147087745,"CURu","AFS","winter","ACCESS1-0","ann"
11.7387080199699,"CURv","AFS","winter","ACCESS1-0","ann"
17.4121152392559,"CUR","AFS","winter","ACCESS1-0","ann"
0,"SSH","AFS","winter","ACCESS1-0","ann"
18.8384131995989,"SSHg","AFS","winter","ACCESS1-0","ann"
14.9433273110492,"SSTg","AFS","winter","ACCESS1-0","ann"
91.2168197470964,"DEP","AFS","winter","ACCESS1-0","ann"
