"Overall","variable","sp","season","climate","method"
0,"WINu","IYA","winter","EC-EARTH","gam"
0,"WINv","IYA","winter","EC-EARTH","gam"
0,"WIN","IYA","winter","EC-EARTH","gam"
0,"CURv","IYA","winter","EC-EARTH","gam"
0,"CURu","IYA","winter","EC-EARTH","gam"
NA,"SST","IYA","winter","EC-EARTH","gam"
0,"CUR","IYA","winter","EC-EARTH","gam"
NA,"SSH","IYA","winter","EC-EARTH","gam"
0,"SSHg","IYA","winter","EC-EARTH","gam"
0,"SSTg","IYA","winter","EC-EARTH","gam"
0,"DEP","IYA","winter","EC-EARTH","gam"
