"Overall","variable","sp","season","climate","method"
NA,"WINu","KIN","winter","ACCESS1-0","gam"
NA,"WINv","KIN","winter","ACCESS1-0","gam"
NA,"WIN","KIN","winter","ACCESS1-0","gam"
NA,"CURu","KIN","winter","ACCESS1-0","gam"
NA,"CURv","KIN","winter","ACCESS1-0","gam"
NA,"CUR","KIN","winter","ACCESS1-0","gam"
NA,"SST","KIN","winter","ACCESS1-0","gam"
NA,"SSH","KIN","winter","ACCESS1-0","gam"
NA,"SSHg","KIN","winter","ACCESS1-0","gam"
NA,"SSTg","KIN","winter","ACCESS1-0","gam"
NA,"DEP","KIN","winter","ACCESS1-0","gam"
