"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","EC-EARTH","winter","rf"
100,"SST","LMS","EC-EARTH","winter","rf"
37.8273012242244,"SSTg","LMS","EC-EARTH","winter","rf"
67.3252588949454,"WINu","LMS","EC-EARTH","winter","rf"
46.4762652620117,"WINv","LMS","EC-EARTH","winter","rf"
30.09050403593,"CURu","LMS","EC-EARTH","winter","rf"
25.5102357908872,"CURv","LMS","EC-EARTH","winter","rf"
63.4325427401417,"SSH","LMS","EC-EARTH","winter","rf"
26.4815546502311,"SSHg","LMS","EC-EARTH","winter","rf"
36.1180486937108,"DEP","LMS","EC-EARTH","winter","rf"
