"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","ACCESS1-0","winter","gbm"
100,"SST","SFS","ACCESS1-0","winter","gbm"
42.844813701478,"SSTg","SFS","ACCESS1-0","winter","gbm"
6.97216305430734,"WIN","SFS","ACCESS1-0","winter","gbm"
3.05643580263338,"WINu","SFS","ACCESS1-0","winter","gbm"
2.10976019668468,"WINv","SFS","ACCESS1-0","winter","gbm"
0.529035430347058,"CUR","SFS","ACCESS1-0","winter","gbm"
7.10675629938796,"CURu","SFS","ACCESS1-0","winter","gbm"
1.09715270834996,"CURv","SFS","ACCESS1-0","winter","gbm"
77.021123239284,"SSH","SFS","ACCESS1-0","winter","gbm"
1.62709072080107,"SSHg","SFS","ACCESS1-0","winter","gbm"
16.4475116735221,"DEP","SFS","ACCESS1-0","winter","gbm"
